287.8215026855469,102.96102905273438,0.8993600606918335,313.8973388671875,169.25128173828125,0.8902515769004822,243.6247100830078,169.31190490722656,0.8050711750984192,217.56210327148438,281.772705078125,0.8642874956130981,199.50961303710938,372.2654724121094,0.8312104344367981,384.3257141113281,167.2654571533203,0.7818930745124817,412.4569396972656,275.7869567871094,0.7055408358573914,422.42315673828125,378.2734069824219,0.810498833656311,313.99420166015625,380.298583984375,0.6028522253036499,265.76971435546875,380.3002624511719,0.590394914150238,362.249755859375,380.3089904785156,0.573476254940033,273.7840881347656,88.83099365234375,0.9100043773651123,301.8821716308594,84.92256927490234,0.8824188709259033,261.76800537109375,90.95442962646484,0.12697425484657288,340.0494384765625,82.83880615234375,0.8466932773590088,3.110770438925917,1.7993872898641499,2.9848923457423115,1.7962471727721536
286.0,103.0,1.0,313.0,170.0,1.0,243.0,170.0,1.0,217.0,282.0,1.0,201.0,372.0,1.0,383.0,167.0,1.0,411.0,276.0,1.0,420.0,378.0,1.0,313.0,380.0,1.0,264.0,380.0,1.0,361.0,380.0,1.0,272.0,89.0,1.0,300.0,85.0,1.0,260.6265869140625,91.22322845458984,0.0,338.0,81.0,1.0,3.0894296507623786,1.7988989550748393,2.9781559368395154,1.779409484404187
283.0,103.0,1.0,311.0,170.0,1.0,242.0,171.0,1.0,217.0,282.0,1.0,202.0,372.0,1.0,382.0,167.0,1.0,409.0,276.0,1.0,415.0,376.0,1.0,312.0,380.0,1.0,263.0,380.0,1.0,359.0,380.0,1.0,269.0,89.0,1.0,297.0,85.0,1.0,258.7268981933594,91.31517791748047,0.0,336.0,81.0,1.0,3.0852125263876715,1.8068168704771446,2.958701969439543,1.7713867639533525
280.0,103.0,1.0,309.0,170.0,1.0,241.0,172.0,1.0,216.0,282.0,1.0,203.0,371.0,1.0,380.0,167.0,1.0,410.0,275.0,1.0,410.0,372.0,1.0,311.0,380.0,1.0,262.0,380.0,1.0,358.0,380.0,1.0,267.0,89.0,1.0,294.0,85.0,1.0,256.45355224609375,91.71061706542969,0.0,334.0,81.0,1.0,3.063157750775766,1.8236762161395348,2.870645803251372,1.7995147750203153
277.0,103.0,1.0,310.0,170.0,1.0,239.0,173.0,1.0,215.0,282.0,1.0,204.0,370.0,1.0,379.0,167.0,1.0,410.0,271.0,1.0,404.0,367.0,1.0,310.0,380.0,1.0,261.0,380.0,1.0,356.0,380.0,1.0,264.0,89.0,1.0,291.0,85.0,1.0,254.04144287109375,92.12433624267578,0.0,332.0,81.0,1.0,3.0492223344118163,1.8297500426326385,2.789482272348676,1.8170370026485254
274.0,103.0,1.0,308.0,170.0,1.0,238.0,174.0,1.0,214.0,282.0,1.0,204.0,370.0,1.0,377.0,167.0,1.0,407.0,269.0,1.0,397.0,360.0,1.0,309.0,380.0,1.0,260.0,380.0,1.0,354.0,380.0,1.0,261.0,90.0,1.0,288.0,85.0,1.0,251.60867309570312,92.61771392822266,0.0,329.0,81.0,1.0,3.0360746893063366,1.8465460550751032,2.7460902627311117,1.813396873120684
271.0,103.0,1.0,306.0,170.0,1.0,236.0,175.0,1.0,214.0,282.0,1.0,203.0,367.0,1.0,375.0,167.0,1.0,407.0,266.0,1.0,388.0,350.0,1.0,302.0,390.0,1.0,261.0,384.0,1.0,346.0,392.0,1.0,258.0,91.0,1.0,285.0,85.0,1.0,249.17527770996094,93.2156982421875,0.0,326.0,81.0,1.0,3.067507650688399,1.8448852957595965,2.606513122084405,1.8399776974828124
269.0,103.0,1.0,304.0,170.0,1.0,235.0,176.0,1.0,212.0,282.0,1.0,202.0,366.0,1.0,372.0,166.0,1.0,404.0,263.0,1.0,378.0,340.0,1.0,302.0,390.0,1.0,262.0,388.0,1.0,348.0,394.0,1.0,256.0,92.0,1.0,282.0,85.0,1.0,246.88217163085938,93.77154541015625,0.0,323.0,81.0,1.0,3.046413625207946,1.8712036530108653,2.497296479190414,1.8306950931352666
267.0,103.0,1.0,302.0,170.0,1.0,234.0,176.0,1.0,208.0,282.0,1.0,201.0,363.0,1.0,370.0,161.0,1.0,404.0,261.0,1.0,370.0,325.0,1.0,304.0,391.0,1.0,261.0,388.0,1.0,352.0,392.0,1.0,254.0,92.0,1.0,279.0,85.0,1.0,244.64256286621094,94.22657775878906,0.0,321.0,81.0,1.0,2.9872639793196667,1.899337948268542,2.325520195752832,1.7669466921175314
265.0,103.0,1.0,300.0,170.0,1.0,234.0,176.0,1.0,207.0,280.0,1.0,202.0,352.0,1.0,368.0,160.0,1.0,408.0,262.0,1.0,359.0,303.0,1.0,305.0,389.0,1.0,261.0,388.0,1.0,355.0,387.0,1.0,252.0,92.0,1.0,276.0,85.0,1.0,242.52784729003906,94.58386993408203,0.0,319.0,81.0,1.0,2.956918024151409,1.9154639771222353,1.893811788359354,1.7985108890491748
